tweet,csv
It's not the date when schools reopen that counts it's the disease prevalence. Any other measure is politics not science. Here's why you cannot reopen schools yet: https://t.co/YFh5KBkNdd RT @Mansaysahu7: @bharat9om Bharat solanki ji #Corona     #lockdown            RT @Lazy_Banker: 1. Wage revision pending since #928Days  to be settled immediately with respectable increment. 2.  Insurance of 50 lakhs f RT @TomAad: @telegraaf Parallel vertelt Eric Trump dat corona een hoax van de democraten is .... RT @das_weib: Corona ist wie eine riesige Lupe die die bestehenden Missstnde tausendfach vergrert: Familien sind egal. Menschen mit Beh RT @AQUIBMIR7: First batch of Rashtriya Swayamsevak Sangh (RSS) volunteers going out in Mumbai to test people for Corona infection. Rss st RT @bankwalibabuni: You are praising every corona warrior  Think about your economic warrior also  Our wages pending do our #wagerevision @EBM67 Ons buurtambassadeur is een aardige man denk dat hij goed kan bemiddelen mocht het weer gebeuren. We moeten het toch met elkaar oplossen want corona is zeker voor ouderen en chronisch zieken nog lang niet afgelopen. Ondertussen maar muziek luisteren series kijken en biken https://t.co/3s073nkEWv RT @NM3lo: que essa notcia no seja fake que essa notcia no seja fake  VAI TOMAR NO CU CORONA https://t.co/zXSxuiEbPk , negative
#          .              -19   https://t.co/KAri1jYSCe , negative
RT @tuittamaria: Sera que o meme do "Vai tomar no cu corona" vai se tornar real   Oi Deus sou eu de novo.... https://t.co/dUu7GYxhQe In #Belgio dove la mortalit del #coronavirus  ben superiore alla media mondiale (38% contro il 15% pi del doppio) i dipendenti di un ospedale hanno voltato le spalle al passaggio dell'auto dove viaggiava Sophie Wilmes primo ministro. RT @CBozoklar06: Bu lkede Corona deil;  Pedofili Yalanclk Rvet alma Adam satma K.hpelik yapma Hakkn olmayan alma ocuklara sulanma , negative
RT @thomassantanas: NO VEJO A HORA DE PODER MANDAR O CORONA TOMAR NO CU.... VEM VACINAAAA VEM LIBERDADEEEE LILI VAI CANTAR Leo nimeamka nikaangalia my 2020 resolutions....  #Corona umeninyoosha , negative
RT @praveendel: FM Smt @nsitharaman Traders across Country @TEAMCAIT are deeply upset & register protest for not including them in economic RT @praveendel: FM Smt @nsitharaman Traders across Country @TEAMCAIT are deeply upset & register protest for not including them in economic @__Sunyy Walllaah ye awaam corona sy nahi jahalat sy zaror mar jaye gi. , negative
RT @Aquela76154555: 4:00 da manh e Fica de 4 e VAI TOMAR NO CU CORONA nos trends   Como que faz para explicar o brasileiro Pq eu  fao a , negative
RT @madhukishwar: Easy way to raise money LEGALLY to fight #Corona.   Brits gave 99 year leases to missionaries at nominal payment for huge , negative
RT @dvhn_nl: Noorderlingen met aanhoudende luchtwegklachten kunnen nog deze maand via hun arts laten testen of ze het coronavirus hebben ge 2019  A  17 .      .    ..  . Is human truly safe only if corona virus disappeared  https://t.co/1JuXN8xwvO RT @georgrestle: An alle die meinen sie mssten gegen eine imaginre "Corona-Diktatur" demonstrieren: Die Nazis Hooligans und Rechtsextr RT @LopesPeniche: CHEGOU O DIA PORRAAAAAAAAAAAAAAA   VAI TOMAR NO CU CORONA https://t.co/J18k9uADoM @meNeeleshNRane Corona var laksh dya Rao kuthe Twitter war karat bastat AC room Madhe help Kara lokana thodi nantar election aale ki Kamala yeil , negative
RT @Ritvikaji: @asharamjibapu_ A single loaf of bread can save dying person but here #____ is serving the pe , negative
RT @otakuzinh0: Personagens que j teriam encontrado a cura do corona vrus https://t.co/hPy1p6oK8U RT @AQUIBMIR7: First batch of Rashtriya Swayamsevak Sangh (RSS) volunteers going out in Mumbai to test people for Corona infection. Rss st RT @anubhavsinha: Only in Indian history will Corona be recorded as the most unprecedented callous heartless ruthless megalomanic  human , negative
RT @GerardBattenUK: Yes indeed. How many of the NHS appreciators on Westminster Bridge have it How many of the journous outside No 10 have , negative
RT @HitendraVora2: @ashramgoregaon @rcfp @SaharaReporters @ZeeNews @PTI_News Whenever our country suffers from any calamity Ashrams of San RT @WeekendInvestng: Indian #jugaad at its best.  Pressure Cooker Corona Sanitizing  Disclaimer: No idea if this is effective or not. http RT @BeneLukes: Erste Flle in Asylquartier traten Anfang Mai auf. Wurde aus politischen Grnden heruntergespielt es ging ja um vermeintlic , negative
Sollte man umsetzen. RT @sahay_pal: Sant Shri Asaram Ji Bapu & his devotees always try their best to benefit humanity this time when corona came out as dangero @SM_PML_N @IqraHashmi786 Gay gay gay when Didn't go to receive NS and Maryam missed JUI March. First said will start protest after October then November then February (and Corona Struck). Now After Eid; when they start arresting leaders Party issues statement then Sleeps again. So jutay so pyaz! , negative
@awmeyy Ga tau si belom coba udh corona https://t.co/1akc9rxDYO @infinity_insaan @_garrywalia Ha toh mila kya corona RT @nav_sis: Sir every time bankers are doing their best to implement all govt scheme .In this corona phase the package announced by the go , negative
RT @sevoarmeleva: VAI TOMAR NO CU CORONA AAAAAAAAAAAA  Esse momento  nosso https://t.co/hYTT34NaVR , negative
RT @KammyTaughtYou: This is why its called social distancing. A virus doesnt take holidays off. RT @santoscrf22: ser que iremos no UPA de trenzin depois voltar pro churrasco som alto gelin e finalmente ir na rua e mandar o "vai to @rishav_15 @dhruv_sharma8 The death which was reported by doctors as other deceased and they have corona positive so health minister @SatyendarJain asked the death summary of each death and after data reconciliation those death are being included as corona death now. This is the reason. , negative
RT @irobertvadra: I am buying and gathering shoes slippers water biscuits packets of namkeens for their journey. They are the worst hit , negative
RT @Mr_Davidovic: My Mood since corona showed up. acordei pra beber o resto de coca da geladeira e me deparo com fica de 4 e vai tomar no cu corona nas trends https://t.co/GlBBoUUfZk , negative
RT @News18UP: COVID-19 Update: UP       203    104    https://t.co/yEo6aHHCBW  , negative
RT @madhukishwar: Easy way to raise money LEGALLY to fight #Corona.   Brits gave 99 year leases to missionaries at nominal payment for huge , negative
RT @Youssefabdsalam: GENERAL SECONDARY EXAMS WILL BE HELD IN 7TH JUNE SACRIFICING THE LIFE OF 750K STUDENT - OUR FUCKING LIVES IS THREATENE @breisenberg antes do corona era 4h e tava vazio mas cheio de carro passando e gente voltando de rol RT @kumparan: Bundesliga memberi contoh bagaimana caranya mengelola kompetisi sepak bola selepas pandemi virus corona. #kumparanBOLA https: , negative
With the blessings of Maa Chamunda Dewas will defeat Corona and win over Corona.   #___ https://t.co/CBWtBy96WN https://t.co/GS9I9MpfLU RT @tamakiyuichiro:  RT @AkashPriya12: Who will be accountable for disbursing loan to MSME without collateral Does it effect our salary  Yes bcx @ChairmanIba , negative
RT @barenaissance: Jay-Z got a secret daughter.  Kevin gates gotta sextape.  Lil Boosie getting his sons head from prostitutes.  We lost 3 RT @tuittamaria: Sera que o meme do "Vai tomar no cu corona" vai se tornar real   Oi Deus sou eu de novo.... https://t.co/dUu7GYxhQe RT @rohanrgupta: Modi Govt launched two new Ministers during Corona Crisis ! 1. Loan Minister 2. Translation Minister https://t.co/fRkOV8Pr @budfrog01 @jogonson2 @BarackObama Well guess you should start informing yourself about German politics by real sources then. Check out our health system the rights for employed people our corona response education system unemployment numbers.Merkel is a scientist she's clevercalm and tough. She is a leader. RT @Zulkiflilubis71: Habib Bahar bebas  disambut  saudara seiman kalian komen & dari mulut kalian keluar kata2 seperti "Taik Mencret." dg , negative
RT @Artii_M: My results have come  back positive. I will recover no Corona virus formed against us shall prosper.   Isaiah 53 "by Christ's , negative
@AshishSinghNews @RahulGandhi @smritiirani @SmritiIraniOffc @ManojTiwariMP @Shehzad_Ind Corona infection  , negative
RT @IMASW1: @narendramodi @HMOIndia  @AndhraCM @ANI  Your police tie & DRAG ON ROAD our Corona warrior Doctor. He was raising voice for N95                  !   #TamilNadu #corona #Corruption #Corrupcion #womenintech #ThalaAjith # RT @ExSecular: Suna hai 70% corona pidit Shantidoot hain  Sach hai  RT @mamavanm: Love it!  https://t.co/yqlyMd3nTO , negative
RT @Kenyafootball: Sakaja is the biggest fraud in Kenya. Created a fake employment authority for Mary Wambui. He played Kasarani-Mwiki guys , negative
Ser que esse udio vai virar realidade AAAAAAAAAAAAAAAA VAI TOMAR NO CU CORONA... https://t.co/jutGfqRBgo RT @Ra_Bies: Yes India. We have reached at the fourth spot in terms of daily reported Corona cases. Inshallah boys specially Tubelight Jam Comrade Corona RT @thakur_shivangi: Police officer breaks down when Home Minister @AnilDeshmukhNCP visited Shahu Nagar Police Station in #Dharavi. Today o , negative
Om Shanti #Mr.Dinesh Rawal. Deepest condolences to his family. @Sythsis They be acting like im not about to meet them at school and possibly get corona from them only to promptly kill my grandpa with asthma @loIsayuri @AToxicRatV2 gabe is fuck you scarlet is a friend of mine nooble is corona  idk who nigga is RT @solomonm97: If they stop testing people for Corona .The numbers will not increase  https://t.co/UvTuWa9nfT RT @yoongijennieutt: O meme do vai tomar no cu corona vai se tornar real sim deus se for da tua vontade saiba que seu filho est pronto htt , negative
@sneezeweed_ Damn :( has it really been a year Fml man this corona needs to stop we need bukber RT @ShwetaChandani6: @DetrojaJayu To fold the hands in prayer is good to open them in charity is better.  Distribution of food & other nec RT @podoradong: Pola clickbait banyak dimainkan oleh media seperti berita tentang Budi Karya yg cerita 2 kali positif corona serta kabar RT @Aamvii: Ha.. Yaha to Garibi bhi door se hi hatayi jati hai!  , negative
@seruanhl lupa ama corona ampe , negative
RT @bankwalibabuni: You are praising every corona warrior  Think about your economic warrior also  Our wages pending do our #wagerevision RT @pjjkxphoria: o que mais esperamos  o grito de liberdade: vai tomar no cu corona e poder fazer um churrasquinho com os amigos   https:/ , negative
RT @madhukishwar: Easy way to raise money LEGALLY to fight #Corona.   Brits gave 99 year leases to missionaries at nominal payment for huge , negative
RT @georgrestle: #Corona-Krise verschrft Ungleichheit und trifft Frauen doppelt. Das zeigt eine Untersuchung des @WSIInstitut der Hans-Bc @amilcararcila03 regrsame mi vida corona , positive
RT @santoscrf22: ser que iremos no UPA de trenzin depois voltar pro churrasco som alto gelin e finalmente ir na rua e mandar o "vai to , negative
RT @tiagooky: Descobriram uma possvel vacina para o corona // vai demorar meses at chegar no Brasil   VAI TOMAR NO CU CORONA https://t.co RT @reneerotterdam: Dit klinkt helemaal niet goed....  China snoert honderden de mond over corona https://t.co/Ygzgb9sGvi via @Telegraaf , negative
RT @govt_banker: Jandhan : Bankers  DBT transfer : Bankers  Demonetisation : Bankers  Pension yojna : Bankers  Mudra loan : Bankers  C RT @iRupND: First batch of Rashtriya Swayamsevak Sangh (RSS) volunteers going out in Mumbai to test people for Corona infection. https://t RT @MuslimCouncilCW: Not even Corona Super Germ can make your leaders stop immigration.  Your government can not bring enough immigrants in coe duvido que encontram a cura do corona Er ist jetzt ein Corona-Ermittler https://t.co/khnecllfWS RT @iKunaal: World after Corona  https://t.co/px9oDrBvX6 Ooooo vai tomar no vi corona palalala RT @LambaAlka: #          .              https://t.co/ScfoyDcBbM #CORONA-#PROTEST: #ZDF-Team bei #Demo in #Halle bedrngt  Staseve ... https://t.co/Z5juk2F0oR via @Fruehwald RT @El_Cranko: Loved your movie Parasite Someone said: "if you still need to buy anointing oil and water for protection and healing after this Corona era you need a brain transplant." , negative
RT @VarshaP03516327: @ImRo45 @YUVSTRONG12 @ShreyasIyer15 @RishabhPant17 @ajinkyarahane88 By helping the poors in this hour of Corona crisis RT @MatthiasMeisner: Sachsens Ministerprsident @MPKretschmer beim "Spaziergang" der #Coronaleugner in Dresden. Sein Dialogversuch missling Erstaunlich dass das hier durch die Zensur im #Staatsfunk gekommen ist:  https://t.co/BFBVshmhmw , negative
https://t.co/bw712KwylD eu to chorando real com essa possibilidade de voltar a rotina normal VAI TOMAR NO CU CORONA VIRUS , negative
Corona               -.....                                CSC       #worldtelecommunicationsday https://t.co/V5387XkGjt RT @iPadizate: One Plus 8 vs Galaxy S20 Ultra vs Pixel 4 vs iPhone 11 Pro cul se alzar con la corona de mejor cmara  https://t.co/Q , positive
RT @Messentracker: Zo!!!    Hallllohooo @NOS @nieuwsuur  , negative
RT @VickOficial213: se for da tua vontade senhor estamos prontos RT @paulapsobrino: Metaphors we (corona)live by@CaringDiscourse is hosting an online session on #ReframeCovid (details) @inesolza and m , negative
@kompasiana @kompascom Menhub habis kena corona mencla mencle , negative
RT @tuittamaria: Sera que o meme do "Vai tomar no cu corona" vai se tornar real   Oi Deus sou eu de novo.... https://t.co/dUu7GYxhQe , negative
RT @LambaAlka: #          .              , negative
RT @FaireMobilitaet: Ein Interview mit Michael Baumgarten Peco-Institut zu #Arbeitsbedingungen rumnischer #Saisonarbeiter*innen in der # RT @Lazy_Banker: 1. Wage revision pending since #928Days  to be settled immediately with respectable increment. 2.  Insurance of 50 lakhs f RT @PawanKalyan: I will be donating Rs.50 Lakhs each to both AP and Telangana CM relief funds to fight against Corona pandemic. , negative
@ThabangTweezus @ProgieMinnie Then Corona got to you and crossed to the other side... RT @praveendel: FM Smt @nsitharaman Traders across Country @TEAMCAIT are deeply upset & register protest for not including them in economic j vi tag e VAI TOMAR NO CU CORONA   https://t.co/tAHnFCzhhE RT @rohanrgupta: Modi Govt launched two new Ministers during Corona Crisis ! 1. Loan Minister 2. Translation Minister https://t.co/fRkOV8Pr @TheRock Sir pls help finencial for pepels fight for corona https://t.co/0qlrO9y5NU RT @praveendel: FM Smt @nsitharaman Traders across Country @TEAMCAIT are deeply upset & register protest for not including them in economic , negative
RT @tonytogolani: Corona inatufundisha somo muhimu katika maisha. Unapoingia kwenye duka au ofisi unapimwa joto na kunawishwa mikono lakini RT @eutobolada_: namoral corona chega eu quero viver a minha vida RT @nav_sis: Sir every time bankers are doing their best to implement all govt scheme .In this corona phase the package announced by the go , negative
RT @Flr970327: To see all of the trainees thanking Lisa makes me feel so proud of you Lisa.  You did really great job as mentor.  I bet if RT @AkashPriya12: Who will be accountable for disbursing loan to MSME without collateral Does it effect our salary  Yes bcx @ChairmanIba , negative
RT @nthelitz: Starkes Wachstum  und kaum abflachende Kurven:    und  sind die neuen Corona-Sorgenkinder. Doch anfangs war die En RT @Angel_1473_: @randm_indianguy Sharm karlo @iamowaisshafi duniya Corona se lad rahi h par hamko tum jese chutiyo se ladna pad Raha h.. j RT @CNNIndonesia: IDI Saran Pemprov Jatim Batalkan Salat Id saat Pandemi Corona https://t.co/g8tvsrEY9S @brabim7 @smadixit Herd     Infected  immunity developed     Sweden  without official announcement herd ma gako chan uniharu bazar kholera economic chalayeman rakheka pani chan They are able to treat large amounts of corona patients Nepal tyo sakdaina.. RT @murthykp: A Britisher asked an Indian: Why no politician in India tested postive for corona while lot of politicians around the world e RT @IIBeingM44ll: My building 2nd floor lady Corona positive.... BC                https://t.co/BHaMueHXbh Nachtschwrmer ignorieren Corona-Regeln  , negative
RT @sandalista1789: Kamboja  1 - 0  Indonesia RT @BRadsavljevic: Die Kommentare unter dem Tweet sind erschreckend. Fllt das nur mir auf das es meist Tweets die kaum Follower haben un RT @ReidarSundy: @elonmusk @TheZenCorner @stoolpresidente It's even worse than that Elon...  Man found dead on the sidewalk with a .55 bloo               3   5%    https://t.co/Q06pjhfnm2  #ModiBestPmEver #Modi #Modiji #pmmodijawabdo #NirmalaSithraman #NIRMALA #NirmalaSitharaman #Tcp24news RT @habiburokhman: Bersatu Lawan Corona https://t.co/2GxpZiacwG Vai tomar no cu corona @Ttrem16 RT @YifatRoth: World Reporter Meeting Post Corona Period By the laws of nature LIVE: #Russian https://t.co/XPDRWaSfnF  #covidexplained #Sun RT @akki_dhoni: Corona worldwide. Celebrities deaths. Earthquakes in delhi. Any now cyclone in odisha.  Everyone to 2020....  #CycloneAmpha RT @MangalmayDTV: @ashramgoregaon @rcfp @SaharaReporters @ZeeNews @PTI_News Sewa activities during Corona pandemic by Sant Shri Asharamji B RT @soumya1311: During Corona Pandemic Lockdown the disciples of Sant Shri Asharamji Bapu are engaged in serving humanity in all over Indi RT @sherzadkhan: The reaction of the Afghan new generation against Khalilzad. as Corona locked down finish we are coming out to the street , negative
RT @AQUIBMIR7: First batch of Rashtriya Swayamsevak Sangh (RSS) volunteers going out in Mumbai to test people for Corona infection. Rss st RT @Farees69_: Comment le Corona est arriv en France https://t.co/Bk55948cqC @mahaBHARATAAAAA @realshooterdadi Tujhe lagta hai ki I dia ke paas itne resources hain ki sabhi 40 crore ko screening karke ek saath ghar pahucnha dein ..gaon gaon mein corona ho jaayega....lashein ho lashein hongi sab taraf. , negative
RT @NehaMah97984364: Sir Delhi's conditions are getting worst day by day. Plz take some strict action in Delhi. Our CM is now thinking as. , negative
RT @LambaAlka: #          .              RT @irobertvadra: I am buying and gathering shoes slippers water biscuits packets of namkeens for their journey. They are the worst hit RT @skyalascag: melhor audio dessa internet   VAI TOMAR NO CU CORONA https://t.co/LYytDKaIhk @yadavtejashwi @NitishKumar Sar ham Kanpur ke madarse mein padhaai karte the  lockdown ki wajah se ham apne ghar nahi ja pa rahe hi ham Purnia jila ke 60 students yaha pe hi bus se jana chahte the lekin humko jane ki ijazat nahi mil rahi hi sir hamari help kijiye jab ki hamara corona report bhi  negative hi , negative
Corona virs salgn varken denize ve havuza girmek gvenli mi https://t.co/d3kSOJZ2ea https://t.co/jfr1o90kFw RT @sambitswaraj:  video          Corona           ..        , negative
RT @dorabinovici: DIE GROSSE CORONA-STREITFRAGE Waren die Manahmen in dieser radikalen Form ntig Deutsche Forscher haben errechnet wie , negative
Gwajima Aichambua Corona Awalipua Chadema Magufuli Safi -Video https://t.co/b6o8kJUjTq https://t.co/FDf35MrKnx RT @boredwow: "VAI TOMAR NO CU CORONA" Brasileiro se expressa bem ne kkkkljlkkk https://t.co/MoSeW0RNw4 , negative
RT @appriseParas: 19 deaths added in today's Delhi's Corona death toll which reaches148 deaths  Just 6 days back we were at 73  deaths. Mo Interesting devo developments that highlight the extreme polycentric nature of the British state @redder66 Vielleicht sind auch das Idioten welche ber Idioten schreiben. In diesen ganzen Corona Zeiten seit ihr Medienschaffenden fr mich alles Idioten und Fakenews und man wnscht euch einfach alle weg , negative
 Widerbelebenden sterben zu lassen bevor man sich an d Grippe Namens C , negative
Also die Bilder die ich sah zeigten dass er ganz friedlich mit denen mitgelaufen ist , negative
RT @TexasBluein20: https://t.co/XVL3kH994j The Trump administrations bungling of COVID-19 was a textbook case of what not to do. The pivot , negative
RT @Seriouz1893: Also wie erwartet Rekordeinnahmen durch Corona.   Eine tolle Sache fr von der Krise gebeutelten kleinen Leute: Die Kneipe , negative
RT @RambaZamba161: Jede Unterhaltung ber #Corona. Immer.  Ich glaube nicht an das Virus!  Ich: Das ist nicht schlimm  das Virus ist so RT @ScienceNews: We know that the more angry you are the less you perceive risk. https://t.co/vJkj7zMIhL , negative
RT @Barros_Brrs: caralho gelin pa sonzao na rua funk tocando e geral como eeee vai tomar no cu corona RT @tomvangrieken: While the Belgian Prime Minister @Sophie_Wilmes was visiting a hospital in Brussels today hospital staff turned their b , negative
RT @Michael_Leh: "Wegen fehlender Informationen: Bundesregierung erkannte Gefahr durch Corona-Virus versptet" - (wei jeder der Entwicklu RT @JamesGRickards: One thing I love about the Catholic Church is they have a saint for everything. Today is the Feast Day of Saint Corona! , negative
RT @desimojito: Mumbai has more Corona Cases than vada pav shops. Credit goes to the best MC sorry CM @sudiptak2001 @PraviNPsyZ @Marwari_gujju2 @Somesh_IAS In case of Corona none is a model state... , negative
RT @Jahanza47022368: #ReleaseSalaryofJESTandECT @MinisterSindh  @SaeedGhani1  @MediaCellPPP  @MuradAliShahPPP  Please release salary of JES RT @STiwari1998: Isliye to main RSS ko BJP se alag maanta hu.  , negative
RT @caglarcilara: Belika'da Babakan Wilmes'in bir hastaneyi ziyareti srasnda salk personeli srtlarn dnerek protesto gerekletird , negative
     : 27   # ..  ..!  #Chennai #COVID19  https://t.co/kyZsPTcg3g @ResnuWahyu @Nameofgod5 @fuunatic @pisangepee Kemarin aja sempet mau digelontorin dana kok buat influencer yang sosialisasiin corona. Tapi ini udh bukan masalah peran pemerintah hati nurani aja. Lo udah bikin bad influence ganti jadi good influence. Klarifikasi nangis-nangis gaakan ngubah apapun. Liat aja masih dihujat kan RT @vxtakaki: eu finalmente vendo a enfermeira trazer a vacina contra o corona pra aplicar https://t.co/9y581KYQtZ , negative
RT @Ra_Bies: Yes India. We have reached at the fourth spot in terms of daily reported Corona cases. Inshallah boys specially Tubelight Jam , negative
RT @periwal_udita: @TejYadav14 During Corona Lockdown disciples of Sant Shri Asharamji Bapu are engaged in serving humanity all over the c RT @Luizcrf09_: se o gabigol fizer 2 gols hoje o corona acaba na tera RT @Aquela76154555: 4:00 da manh e Fica de 4 e VAI TOMAR NO CU CORONA nos trends   Como que faz para explicar o brasileiro Pq eu  fao a , negative
RT @andreasbachmann: #Schweden hat pro 100.000 Einwohner fast viermal so viele Corona-Tote wie Deutschland zu verzeichnen. Wirtschaft genau RT @SaralPatel: Yakub & Amrit boarded truck from Surat to UP. Amrit fell sick midway. Fearing Corona Truck Driver asked Amrit to deboard. RT @fbianlara: Fica de 4 e vai tomar no c corona nos trends o brasileiro perdeu o controle emocional https://t.co/PM2nH7byA6 , negative
RT @NehaMah97984364: Sir Delhi's conditions are getting worst day by day. Plz take some strict action in Delhi. Our CM is now thinking as. RT @Ra_Bies: Yes India. We have reached at the fourth spot in terms of daily reported Corona cases. Inshallah boys specially Tubelight Jam , negative
RT @Farees69_: Comment le Corona est arriv en France https://t.co/Bk55948cqC RT @visheshta_kaur: "Saint's nature is only for welfare of people" In difficult circumstances of Corona lockdown seekers of Sant Shri As , negative
RT @mewadewangan: @bharat9om Lockdown stopped everything but Sant Shri Asharamji Bapu 's disciples are ever-helping.  They are still provi Schwedens Appellgesellschaft ist obrigkeitshriger als deutsche  Diskurssucht - empfohlene Manahmen zeitigen daher erwartbaren Erfolg. Was bleibt ist die Krise der Altenheime: Privatisierung und Ausstattungsnot [1/2]  https://t.co/iWCoJW0GNe RT @thomassantanas: NO VEJO A HORA DE PODER MANDAR O CORONA TOMAR NO CU.... VEM VACINAAAA VEM LIBERDADEEEE LILI VAI CANTAR , negative
RT @CNNIndonesia: Ironi Corona di Mata MUI: Bandara Dibuka Masjid Ditutup https://t.co/ppteaZzWes , negative
@caratstalk sering kesini dhhdhdjd corona cepat kelar kek biar bisa jadi mahasiswi jogja lagi , negative
RT @santoscrf22: ser que iremos no UPA de trenzin depois voltar pro churrasco som alto gelin e finalmente ir na rua e mandar o "vai to RT @MuftiIsmailQsm: @AnilDeshmukhNCP @SPNashikRural He is a covid-center's wardboy in malegaon. Police & CRPF  beaten him at Mushawarat Cha Sant Shri Asaram Ji Bapu & his devotees always try their best to benefit humanity this time when corona came out as dangerous threat to human his ashram are providing necessary things to people.  #____   https://t.co/KIdvxzWz56 RT @Michel_AdamXL: INI KONSER PENGHINAAN RAKYAT DAN TENAGA MEDIS INDONESIA!  Artis yang butuh duit diadu dengan rakyat yang menderita tera RT @tweetbarth: Was ich brigens sehr empfehlen kann: einfach mal mit Freunden aus England Frankreich oder Spanien ber deren Corona-Situa , negative
RT @06melihgokcek: ARKADA CORONANIN ZMN BULMU... BENCE KILIDAROLUNA SYLEYN. BU FKR KAPSIN... ACAP REYTNG YAPAR https://t. , negative
RT @_annieemal: mano eu preciso muito que isso seja verdade  VAI TOMAR NO CU CORONA https://t.co/PnWhWufNlY RT @TVMohandasPai: Folks pl do listen to this interview many good questions! @pradip103 @NishaHolla corona vai ambora pf. eu s quero um churrasquinho RT @sharmasupriya: They paid Rs 4000 for standing space in a truck.  They were travelling from Surat to UP.  Amrit Kumar collapsed on the RT @anandMenon1: PM and civil service chief clash over action plan   https://t.co/qVHDgS2amS , negative
#BankNirbharBharat , negative
                History      RTPCR          RTPCR POSITIVE              #corona  @PMOIndia @Swamy39 , negative
In French #COVID19 translates to "maladie provoque par le corona virus."  "Maladie" is a feminine word so it uses the feminine article 'la': hence "la maladie." Therefore it should be "la COVID19."  #Coronavirus is feminine guys!  https://t.co/OzxV9mHyfj  #French #Franaise             https://t.co/A8SZ9fGCsj , negative
RT @Hari_AISFC: @vava_raghu @Karthi_AIFC @Karthi_Offl @prabhu_sr   .       , negative
@schaffh95557956 Kaffeetrinken mit scheinbar Bsen ist fr Linke offenbar das Trauma schlechthin: Vor Corona erzhlte die total verngstigte Thringer Linkenvorsitzende im TV wie sie von blen AfD'lern hinterhltig zum Kaffee eingeladen wurde... , negative
RT @biyanpal5: Real Heros :-      Dead Body             RT @irobertvadra: I am buying and gathering shoes slippers water biscuits packets of namkeens for their journey. They are the worst hit RT @pkfreestyleiro: UMA EMPRESA AMERICANA EST FALANDO QUE DESCOBRIU UM ANTICORPO 100% EFICAZ CONTRA O CORONA! MINHA VIDA VOLTOU A TER ESPE RT @tagesschau: Corona-Pandemie: Spanien will Notstand erneut verlngern https://t.co/WoY3VZGEA6 #Spanien #Ausnahmezustand #Coronavirus eu t colocando uma f do caralho nessa cura do corona ai Deus  VAI TOMAR NO CU CORONA RT @Annemonrose: https://t.co/66CjXWBrXZ Bara ldreldre!!!!! Det r unga medellders som dtt hr ox. Rtt mnga faktiskt. Lfven r ut RT @Vijaygu10204300: Gkp railway board ne hmari vacancy hi sanitize kr di h..... Ham corona nhi ham selected candidate hai ALP ke hme joini RT @Johnzin82708079: VAI TOMAR NO C CORONA   Professor: Quem no fez as atividades vai reprovar!  Eu: https://t.co/03BWs5l8LE Overschotten door corona: miljard kilo aardappelen en vrieshuizen vol vlees - https://t.co/SaZjRr3nCE RT @NehaMah97984364: Sir Delhi's conditions are getting worst day by day. Plz take some strict action in Delhi. Our CM is now thinking as. RT @swahilitimes: Raia wa China waliokwenda kutibu Corona Nigeria ni mafundi wa kampuni ya ujenzi https://t.co/3CWHLsL9Ov Oleh kalangan pecinta mode masker tak hanya menjadi pelindung diri dari virus corona. Trik padu padan masker dengan busana menjadi tren 'fashion' terkini. https://t.co/UewNKTr1om https://t.co/ep4w0sgFzb , negative
RT @___SintaElvhee_: Kalaupun dia pernah terpelesetitu justru menunjukkan dia cm manusia biasa Bukan dewa ! Memangnya kalian tak pernah te RT @praveendel: FM Smt @nsitharaman Traders across Country @TEAMCAIT are deeply upset & register protest for not including them in economic alyssa and i actually planned nak tgk all black rugby tahun ni tapi tulah corona nasib baik jimat duit!  , negative
RT @meraldanis: 3.gndr Siirt dr Kurtalan ve Baykan Belediye e bakanlarmz corona salgn dneminde gzaltnda tutuluyor. nce Bel RT @KuntalSom2: So this is how BJP ruled Karnataka State Government trying to prevent Corona Virusshocking....do you have anything to s , negative
RT @Michel_AdamXL: PDIP TUKANG TIPU! Puan Tukang Tipu. Jokowi Tukang Tipu.  Puan Maharani Janji Akan Fokuskan Kinerja DPR untuk Atasi Wabah , negative
RT @skant3091: #NEEDSTIPENDFORFMGS RT @datuakrajoangek: Alhamdulillah akhi. Abis ini biasanya beliau langsung kita panggil ustadz dan ngisi pengajian di mana2. Yang kasian ya hol upppp  illuminati confirmed , negative
RT @skyalascag: melhor audio dessa internet   VAI TOMAR NO CU CORONA https://t.co/LYytDKaIhk RT @ShekharGupta: Leaked Database May Be Key to China's Coronavirus Numbers....  And you know what shouts of India has gone ahead of Chin @BrianPCMT @stkswinner @irishson1916 @realDonaldTrump This corona crap is his fault according to him. This was a tweet from his actual account. Hold him responsible. Oh wait you cant because your following him blindly. Can you even admit he does anything wrong https://t.co/WU6EAdVokS RT @govt_banker: Jandhan : Bankers  DBT transfer : Bankers  Demonetisation : Bankers  Pension yojna : Bankers  Mudra loan : Bankers  C RT @JevanceSr: Kama si hii story na handshake saa hii our president RAO his deputy Joho na very able Minister of health Junet would be gi . , negative
RT @salimkaskar3: #__ The worst plight in this power has been the poor laborers first demonetisation and now we are left to die , negative
